GEO_id2	foreign_born_pct	edu_less_hs	unemployment	below_poverty	female_headed_hh	pct_Hispanic	pct_Black
39023000600	0.6223387	19.2411924	13.2653061	28.9551261	17.9927667	0	15.9515231
39023000700	2.8097495	5.9001513	2.6608911	65.2505447	16.2121212	0.4400813	5.0440081
39023000901	1.1914894	38.4015595	16.8981482	50.9042788	13.4344529	0.9361702	20.6382979
39023000902	0	15.7817109	7.0643642	22.3587224	12.4168514	0.7371007	60.1965602
39023001000	0	19.2102455	0	23.482659	12.6126126	0	23.6842105
39023001101	6.2668828	25.2727273	19.2161821	21.3398163	20.7720588	7.0232307	50.4592112
39023001102	0	20.0202225	14.6888567	22.1896383	15.5422716	5.2134246	64.7442164
39023001200	0.3760341	22.4637681	18.2568334	45.4499875	23.2831916	4.3369266	39.1326147
39023001300	0.2965892	17.7845918	8.8069637	20.0197726	13.8452237	1.1369254	8.3539298
39023001400	0.1813002	22.4640657	7.7134986	13.6758893	8.1081081	0.5439005	9.4276094
39023001500	0	23.2323232	15.4935444	19.6866034	18.8622755	0.390304	4.7658176
39023001600	0.2334025	11.1587983	12.426384	9.8547718	9.2193809	3.5788382	0
39023001700	1.8895887	21.0810811	8.9773614	19.3359375	17.4698795	0	8.0029641
39023001900	0.8704735	10.412844	3.3240997	13.1208302	3.7953795	0.3830084	4.770195
39023002000	0.3070175	6.0298103	4.4029851	6.1278863	2.9962547	0	0
39023002100	0.6593407	21.2807882	12.0401338	26.2718299	1.9575856	0	10.5494506
39023002200	1.0464356	11.2953692	7.6990761	4.8935703	3.5992801	0.6322215	0.3924133
39023002301	0.4959702	11.0715874	4.3864849	4.9093183	8.1260365	3.1928084	0
39023002403	2.104422	12.2742352	4.4467973	14.4645711	6.0080878	4.3420352	8.3111348
39023002404	6.0434372	10.1168884	6.0384871	5.4882155	6.9148936	2.7384325	6.956248
39023002501	3.9164491	4.8141377	7.0175439	4.3149946	2.3875115	1.8798956	3.7075718
39023002502	2.962009	11.8100128	5	10.9143593	4.379085	3.1229878	2.0283323
39023002601	0.6633059	7.866462	3.9897698	3.8471743	4.389881	0.7163704	0
39023002602	0.5797101	10.9860116	7.7355837	9.3719807	6.3760573	1.5700483	0.7246377
39023002605	2.37691	3.7495168	4.8296899	1.499717	1.6540317	1.0752688	1.5846067
39023002606	1.6535233	11.3043478	8.4536083	7.2594115	6.6296729	0.5342152	4.5026711
39023002701	2.9567383	18.3187561	11.0259434	13.0117423	12.2073579	7.0650482	0
39023002702	11.9541081	18.954975	8.0029369	19.1723614	12.72052	15.9141377	0
39023002800	1.7424564	11.3650595	7.4455446	3.6616702	3.1196824	0	0
39023002901	4.7287496	28.2823741	6.5626681	15.1338766	7.3876618	7.0205976	0
39023002902	4.9049663	20.7536061	19.7159566	9.0350338	7.7812829	6.5808298	0
39023003001	3.6874451	12.0121258	6.6704353	1.8843405	2.3700306	1.6973954	2.7802166
39023003002	0.2519597	12.922843	6.3684211	9.6619718	2.4578652	0.9518477	2.5475924
39023003101	2.200083	4.2245692	14.8597422	7.2083333	8.7387387	4.068078	1.120797
39023003102	1.7633675	11.2121212	6.4367816	10.6370876	6.9060774	0.967008	0
39023003200	3.5585909	8.4121454	4.8266485	12.5089863	5.4234063	2.0848311	3.271028
39023003301	1.0890813	11.908646	5.802603	3.9977635	3.8432555	1.0890813	0.3630271
39023003302	0.8487654	12.5439625	4.9042146	19.6945967	11.1219512	1.6589506	0
39023003400	3.2375032	24.6265644	12.4926341	27.7665996	10.790378	7.5110075	8.7542088
39023003700	3.6853933	6.3864451	8.0485612	15.1831247	6.0559006	1.1685393	13.7977528
39025040101	1.0587295	19.0421566	3.1395349	8.9692369	7.2747622	0.8989213	0.3795446
39025040102	0	8.3896396	8.056872	3.5401332	8.1300813	0	1.5061296
39025040202	0.5044136	17.5324675	15.245478	15.2348709	5.2121212	0	0
39025040203	1.010425	15.1493766	4.9591434	4.3980738	4.8780488	0.5453087	0.4811548
39025040204	0	21.5156586	12.6360339	14.3048327	12.810406	0.2220906	0.5626296
39025040301	0.7430998	5.1982379	7.6429717	1.5127389	4.2763158	0.663482	2.1762208
39025040302	1.7301038	3.6005144	2.2788931	3.987069	6.0240964	5.775885	0
39025040303	1.9646071	1.256913	2.7658968	1.4097181	3.06868	0	1.109778
39025040401	1.7080331	7.0148685	3.5956227	6.8321324	3.6111111	0.7472645	3.3893782
39025040403	4.5088567	11.011236	8.0049261	5.5844156	16.9326241	1.5136876	2.8663446
39025040404	3.2623721	9.0780643	2.1791768	4.6038864	4.1222459	0.746475	0.5805917
39025040405	10.3051922	1.9631902	3.5795887	7.0947285	5.995935	0.673801	0.8323425
39025040500	0.8362676	16.5454546	8.1632653	10.4973592	9.2464359	2.0246479	7.7024648
39025040600	2.5919857	8.9776733	4.373928	3.8490796	4.0661305	1.1470282	2.4579175
39025040701	3.3008252	12.0682116	9.6403302	11.1653447	9.179468	3.4808702	3.4808702
39025040702	0.2797986	16.726297	5.990286	5.1066218	4.2232278	0.8673755	0
39025040800	0.8109478	16.4708703	9.1590613	10.7957425	4.5867393	0	0.3041054
39025040900	0.5833481	11.3713245	9.1619762	15.7661648	8.5125858	0.8661835	0.1944494
39025041000	2.2162239	18.149013	6.9144339	8.2978076	7.5197341	1.8752664	2.9265521
39025041101	1.8799711	9.3590471	7.9136691	7.3630758	6.3538612	0	0.7230658
39025041102	1.2048193	25.4862237	14.3188137	37.9622021	23.2936756	1.041454	1.7970186
39025041103	2.2092268	11.4552313	8.3847384	9.7564187	8.8433087	2.8849903	0.2339181
39025041200	4.2732276	7.0032855	5.9090909	4.732577	7.1142857	0.7014136	0.1294917
39025041303	5.7092059	11.6410417	4.7096317	4.207823	3.4047227	0.2765705	0.2568155
39025041304	0	17.1875	0	0	0	0	0
39025041305	2.098797	7.7669903	3.2388664	2.195815	6.0070671	2.2267725	0.2559509
39025041306	5.9241059	9.8240469	5.0490196	10.0885967	2.6949541	2.0475021	0
39025041307	8.0364212	18.603972	2.9930163	4.4536817	6.3192905	6.4330958	3.5431512
39025041403	1.7601043	11.9890072	4.6895354	16.6958808	9.8170732	4.8239896	0.5215124
39025041404	2.0120724	11.0813525	6.3963211	12.9275654	4.2864101	2.6156942	0.7796781
39025041405	1.6830797	10.8087092	5.8804832	18.4839231	13.0898646	3.5094002	1.915846
39025041406	2.7629963	2.3366068	4.2466765	3.1109292	1.1310712	1.6373312	0
39025041501	4.9719326	6.0853769	8.2486919	4.7473937	0.921659	0	3.8813152
39025041502	1.1451839	13.5856079	6.9821387	8.0894569	5.3220339	0.5725919	0.9161471
39025041600	0	22.3664353	9.7174658	23.3593304	15.4004107	0.3994674	1.4647137
39025041701	1.8467852	19.6156395	11.3765182	12.9502964	8.2111437	2.2115823	0
39025041702	0.7838746	17.2566372	9.3112948	12.6903553	6.8965517	0.6718925	0
39025041800	0.4057971	19.6768061	9.6228869	15.3112898	11.1111111	0.9275362	0
39025041900	0.3214346	15.2592593	7.4460916	2.4045021	4.9049049	1.2349856	0
39025042000	0.5974608	19.7994988	8.231405	10.2736653	5.7584873	0.3136669	0
